	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15.5	16	16.5	17	18	19	Number of timepoints	Question answers	Question answers en	Question answers en human	Question answers human	Question en
een feest in een horecagelegenheid bijwonen: niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_j6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	going to a party in a bar or restaurant: not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
deelnemen aan een activiteit van een vereniging (bijvoorbeeld sport/studenten/studievereniging) in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_k1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	participating in an activity organized by a sports/student association in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
deelnemen aan een activiteit van een vereniging (bijvoorbeeld sport/studenten/studievereniging) in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_k2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	participating in an activity organized by a sports/student association in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
deelnemen aan een activiteit van een vereniging (bijvoorbeeld sport/studenten/studievereniging) in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_k3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	participating in an activity organized by a sports/student association in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
deelnemen aan een activiteit van een vereniging (bijvoorbeeld sport/studenten/studievereniging) in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_k4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	participating in an activity organized by a sports/student association in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
deelnemen aan een activiteit van een vereniging (bijvoorbeeld sport/studenten/studievereniging) is niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_k5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	participating in an activity organized by a sports/student association is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
deelnemen aan een activiteit van een vereniging (bijvoorbeeld sport/studenten/studievereniging): niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_k6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	participating in an activity organized by a sports/student association: not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
een bruiloft bijwonen in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_l1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	going to a wedding in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
een bruiloft bijwonen in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_l2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	going to a wedding in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
een bruiloft bijwonen in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_l3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	going to a wedding in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
een bruiloft bijwonen in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_l4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	going to a wedding in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
een bruiloft bijwonen is niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_l5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	going to a wedding is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
een bruiloft bijwonen: niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_l6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	going to a wedding: not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
een familiebijeenkomst bijwonen in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_m1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	going to a family event in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
een familiebijeenkomst bijwonen in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_m2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	going to a family event in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
een familiebijeenkomst bijwonen in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_m3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	going to a family event in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
een familiebijeenkomst bijwonen in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_m4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	going to a family event in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
een familiebijeenkomst bijwonen is niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_m5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	going to a family event is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
een familiebijeenkomst bijwonen: niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_m6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	going to a family event: not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
een concert bijwonen in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_n1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	going to a concert in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
een concert bijwonen in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_n2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	going to a concert in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
een concert bijwonen in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_n3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	going to a concert in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
een concert bijwonen in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_n4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	going to a concert in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
een concert bijwonen is niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_n5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	going to a concert is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
een concert bijwonen: niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_n6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	going to a concert: not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
een religieuze bijeenkomst bijwonen in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_o1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	going to a religious event in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
